['Level', 'Area', 'Floor', 'Pool', 'Garage', 'Theater']	Test Error: [0.13816321]
['Level', 'Area', 'Floor', 'Pool', 'Garden', 'Age']	Test Error: [0.11271384]
['Level', 'Area', 'Floor', 'Pool', 'Garden', 'Theater']	Test Error: [0.138339]
['Level', 'Area', 'Floor', 'Pool', 'Age', 'Theater']	Test Error: [0.11273514]
['Level', 'Area', 'Floor', 'Garage', 'Garden', 'Age']	Test Error: [0.11252575]
['Level', 'Area', 'Floor', 'Garage', 'Garden', 'Theater']	Test Error: [0.13816469]
['Level', 'Area', 'Floor', 'Garage', 'Age', 'Theater']	Test Error: [0.11253099]
['Level', 'Area', 'Floor', 'Garden', 'Age', 'Theater']	Test Error: [0.11270246]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Garden']	Test Error: [0.14055944]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Age']	Test Error: [0.11518079]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Theater']	Test Error: [0.14054983]
['Level', 'Area', 'Rooms', 'Pool', 'Garden', 'Age']	Test Error: [0.11523478]
['Level', 'Area', 'Rooms', 'Pool', 'Garden', 'Theater']	Test Error: [0.14063608]
['Level', 'Area', 'Rooms', 'Pool', 'Age', 'Theater']	Test Error: [0.11522039]
['Level', 'Area', 'Rooms', 'Garage', 'Garden', 'Age']	Test Error: [0.11524142]
['Level', 'Area', 'Rooms', 'Garage', 'Garden', 'Theater']	Test Error: [0.14058711]
['Level', 'Area', 'Rooms', 'Garage', 'Age', 'Theater']	Test Error: [0.11521553]
['Level', 'Area', 'Rooms', 'Garden', 'Age', 'Theater']	Test Error: [0.11526476]
['Level', 'Area', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.11580142]
['Level', 'Area', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.14118322]
['Level', 'Area', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.11579956]
['Level', 'Area', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.11592104]
['Level', 'Area', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11581631]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden']	Test Error: [0.24919675]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Age']	Test Error: [0.24853069]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Theater']	Test Error: [0.24887047]
['Level', 'Floor', 'Rooms', 'Pool', 'Garden', 'Age']	Test Error: [0.25571694]
['Level', 'Floor', 'Rooms', 'Pool', 'Garden', 'Theater']	Test Error: [0.2519884]
['Level', 'Floor', 'Rooms', 'Pool', 'Age', 'Theater']	Test Error: [0.25511793]
['Level', 'Floor', 'Rooms', 'Garage', 'Garden', 'Age']	Test Error: [0.24898076]
['Level', 'Floor', 'Rooms', 'Garage', 'Garden', 'Theater']	Test Error: [0.24921222]
['Level', 'Floor', 'Rooms', 'Garage', 'Age', 'Theater']	Test Error: [0.24858014]
['Level', 'Floor', 'Rooms', 'Garden', 'Age', 'Theater']	Test Error: [0.25577097]
['Level', 'Floor', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.23665133]
['Level', 'Floor', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.24212219]
['Level', 'Floor', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.23630843]
['Level', 'Floor', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.24002921]
['Level', 'Floor', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.23659526]
['Level', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.23816225]
['Level', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.24316862]
['Level', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.2378118]
['Level', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.2417011]
['Level', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.23811277]
['Level', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.2304947]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden']	Test Error: [0.19388537]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Age']	Test Error: [0.18855472]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Theater']	Test Error: [0.19389869]
['Area', 'Floor', 'Rooms', 'Pool', 'Garden', 'Age']	Test Error: [0.18862141]
['Area', 'Floor', 'Rooms', 'Pool', 'Garden', 'Theater']	Test Error: [0.19396238]
['Area', 'Floor', 'Rooms', 'Pool', 'Age', 'Theater']	Test Error: [0.18862909]
['Area', 'Floor', 'Rooms', 'Garage', 'Garden', 'Age']	Test Error: [0.1885464]
['Area', 'Floor', 'Rooms', 'Garage', 'Garden', 'Theater']	Test Error: [0.19388232]
['Area', 'Floor', 'Rooms', 'Garage', 'Age', 'Theater']	Test Error: [0.18854544]
['Area', 'Floor', 'Rooms', 'Garden', 'Age', 'Theater']	Test Error: [0.18861007]
['Area', 'Floor', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.18942348]
['Area', 'Floor', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.19465382]
['Area', 'Floor', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.18944905]
['Area', 'Floor', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.18959208]
['Area', 'Floor', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.18940313]
['Area', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.19045456]
['Area', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.19586218]
['Area', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.19046081]
['Area', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.19053336]
['Area', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.19044357]
['Area', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.1913105]
['Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.28532675]
['Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.28219621]
['Floor', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.28507169]
['Floor', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.28941983]
['Floor', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.28527085]
['Floor', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.27843015]
['Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.27943483]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden']	Test Error: [0.13757987]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Age']	Test Error: [0.11173327]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Theater']	Test Error: [0.13757397]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garden', 'Age']	Test Error: [0.11181999]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garden', 'Theater']	Test Error: [0.137679]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Age', 'Theater']	Test Error: [0.11181129]
['Level', 'Area', 'Floor', 'Rooms', 'Garage', 'Garden', 'Age']	Test Error: [0.11177581]
['Level', 'Area', 'Floor', 'Rooms', 'Garage', 'Garden', 'Theater']	Test Error: [0.13761447]
['Level', 'Area', 'Floor', 'Rooms', 'Garage', 'Age', 'Theater']	Test Error: [0.11175118]
['Level', 'Area', 'Floor', 'Rooms', 'Garden', 'Age', 'Theater']	Test Error: [0.11183661]
['Level', 'Area', 'Floor', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.11252755]
['Level', 'Area', 'Floor', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.13815396]
['Level', 'Area', 'Floor', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.11253646]
['Level', 'Area', 'Floor', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.11271292]
['Level', 'Area', 'Floor', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11252497]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.11517969]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.14054999]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.11515812]
['Level', 'Area', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.115221]
['Level', 'Area', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11521331]
['Level', 'Area', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11579657]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.23661427]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.24181873]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.2362689]
['Level', 'Floor', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.24004543]
['Level', 'Floor', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.23656293]
['Level', 'Floor', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.22895148]
['Level', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.23022591]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.18855613]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.19390002]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.18855702]
['Area', 'Floor', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.18862463]
['Area', 'Floor', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.18854835]
['Area', 'Floor', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.18942522]
['Area', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.19046128]
['Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.27777499]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age']	Test Error: [0.11173267]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Theater']	Test Error: [0.13757464]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Age', 'Theater']	Test Error: [0.11171467]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garden', 'Age', 'Theater']	Test Error: [0.11181054]
['Level', 'Area', 'Floor', 'Rooms', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.1117501]
['Level', 'Area', 'Floor', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11252779]
['Level', 'Area', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11515788]
['Level', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.22866181]
['Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.18855716]
['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Test Error: [0.11171462]



Best Features: ['Level', 'Area', 'Floor', 'Rooms', 'Pool', 'Garage', 'Garden', 'Age', 'Theater']	Avg Test Error: [0.11171462]


Total Feature Selection Execution Time: --- 4863.961932182312 seconds ---
